season,daynum,wteam,wscore,lteam,lscore,wloc,numot,wfgm,wfga,wfgm3,wfga3,wftm,wfta,wor,wdr,wast,wto,wstl,wblk,wpf,lfgm,lfga,lfgm3,lfga3,lftm,lfta,lor,ldr,last,lto,lstl,lblk,lpf,rpiRankW,rpiRankL,ptsW,ptsL,fgPcgW,fgPcgL,stlW,stlL,blkW,blkL
2012,72,1209,75,1423,61,H,0,31,64,3,13,10,16,7,25,13,5,14,6,16,21,55,6,22,13,19,13,27,10,18,3,4,14,145.0,217.0,2165,2013,0.4357142857142857,0.4155172413793103,297,173,168,122
2012,72,1210,82,1301,71,A,0,25,49,9,15,23,31,9,25,9,14,5,5,20,24,56,5,19,18,27,11,18,12,12,4,6,23,178.0,29.0,1866,2697,0.4270896888346552,0.457825679475164,161,249,152,150
2012,72,1221,73,1298,69,H,0,21,45,4,12,27,32,8,23,13,11,4,4,22,24,57,9,27,12,16,12,17,16,9,4,2,25,187.0,329.0,1886,1590,0.4300319488817891,0.398716119828816,167,204,129,50
2012,72,1242,81,1403,46,A,0,29,57,9,21,14,21,12,28,15,9,6,5,14,16,51,1,11,13,17,8,16,7,12,6,3,15,4.0,214.0,2867,1844,0.471889400921659,0.4380952380952381,285,161,222,92
2012,72,1245,71,1275,67,H,0,23,54,6,14,19,25,15,18,13,9,6,7,13,26,55,5,20,10,13,11,18,10,12,6,3,18,114.0,220.0,2174,1750,0.4515380150899594,0.4316901408450704,266,158,117,68
2012,72,1246,68,1120,53,A,0,23,57,7,20,15,18,13,16,10,8,10,7,16,21,51,1,12,10,12,16,19,12,15,2,4,19,1.0,122.0,3095,1942,0.4875444839857651,0.4170161773517076,242,199,344,149
2012,72,1248,75,1119,63,H,0,25,57,14,25,11,17,11,27,16,19,6,5,25,20,55,5,21,18,25,12,26,7,20,5,5,21,206.0,294.0,2161,1932,0.4381818181818182,0.4160206718346253,164,171,80,54
2012,72,1250,71,1110,60,H,0,23,60,10,21,15,17,13,25,13,11,9,1,13,24,59,10,27,2,6,13,24,18,16,4,4,19,101.0,166.0,2553,1998,0.4409969481180061,0.4282162834058421,263,138,99,85
2012,72,1255,79,1135,77,A,0,33,63,8,19,5,11,5,32,13,13,6,1,18,26,65,10,27,15,20,9,29,17,14,9,2,17,332.0,307.0,1907,1821,0.4155688622754491,0.4017199017199017,138,152,55,72
2012,72,1266,83,1385,64,H,0,33,59,4,12,13,18,12,26,23,15,8,5,22,22,54,4,13,16,25,11,18,16,15,6,5,18,10.0,133.0,2638,2129,0.4520413182488932,0.4198557958957293,304,255,122,119
2012,72,1267,61,1412,59,A,0,25,63,4,16,7,12,21,24,8,11,5,5,18,24,58,3,12,8,12,14,20,9,9,4,1,14,49.0,110.0,2295,1875,0.4325025960539979,0.4194996792815907,201,136,130,110
2012,72,1268,70,1448,64,H,0,21,60,4,15,24,37,21,24,10,9,3,5,16,25,56,5,17,9,13,10,27,10,12,1,11,28,91.0,164.0,2198,2029,0.4253005151688609,0.4271543707377557,137,162,139,142
2012,72,1269,85,1150,75,H,0,26,47,7,19,26,31,8,30,16,20,6,4,14,27,67,11,30,10,13,11,16,21,12,13,0,23,80.0,172.0,2533,2010,0.4330443159922928,0.4115201900237529,293,243,157,85
2012,72,1270,57,1249,54,H,0,18,53,4,16,17,24,7,28,2,12,4,2,22,17,52,2,11,18,28,13,33,4,15,5,1,21,195.0,131.0,1907,2383,0.4166157605375687,0.4264479753972321,181,255,104,142
2012,72,1272,60,1379,58,H,0,19,46,4,10,18,24,6,30,8,13,6,8,16,20,57,8,28,10,17,11,25,10,11,5,4,17,17.0,31.0,2614,2257,0.4913112164296998,0.4080862533692722,278,190,196,91
2012,72,1276,66,1321,64,H,1,22,66,7,30,15,16,17,19,10,7,6,3,15,24,48,6,13,10,15,5,27,10,16,3,3,14,21.0,51.0,2196,2155,0.4567112144102266,0.4527726995734308,161,203,67,114
2012,72,1279,71,1116,63,H,0,26,52,0,7,19,26,18,30,15,23,2,4,17,24,61,6,19,9,17,13,13,13,13,13,1,27,60.0,86.0,2182,2299,0.4303728070175439,0.4344086021505376,214,265,174,160
2012,72,1281,76,1235,69,A,0,31,60,5,21,9,12,11,27,20,11,6,1,20,22,50,12,23,13,25,8,19,12,13,4,5,16,15.0,33.0,2814,2490,0.5043701799485861,0.4486228813559322,285,196,97,96
2012,72,1304,70,1336,58,H,0,22,40,7,19,19,29,4,27,14,17,8,6,14,20,60,3,24,15,19,14,20,5,13,9,3,21,137.0,139.0,1827,1977,0.4266929651545036,0.3926553672316384,198,218,78,77
2012,72,1318,64,1220,62,A,0,23,50,3,13,15,21,10,17,14,10,8,2,16,24,48,3,10,11,17,8,20,17,16,6,4,16,186.0,237.0,1941,2091,0.42811906269791,0.4041570438799076,246,245,119,84
2012,72,1322,80,1311,79,A,0,25,47,1,11,29,37,9,24,9,13,7,7,19,28,62,11,27,12,18,12,21,14,13,6,2,27,231.0,306.0,1998,1805,0.4193742478941035,0.4198931909212283,244,143,185,52
2012,72,1325,60,1138,52,H,0,19,59,5,22,17,27,17,25,8,15,7,2,19,19,50,2,12,12,17,10,29,7,23,6,1,25,48.0,88.0,2509,1997,0.4243018128368447,0.4607329842931937,340,151,95,146
2012,72,1330,68,1174,66,A,1,28,77,5,13,7,14,23,28,14,10,8,5,18,23,54,5,17,15,23,8,29,8,13,4,3,15,96.0,157.0,2162,2148,0.4050235478806907,0.4251461988304094,290,144,148,153
2012,72,1349,68,1374,52,A,0,25,48,4,15,14,18,10,26,16,17,8,5,15,19,49,7,26,7,14,8,14,10,13,8,3,18,168.0,204.0,1953,1754,0.4369055168040583,0.4147368421052632,205,203,127,68
2012,72,1353,62,1338,39,A,0,22,55,5,19,13,20,19,32,10,16,4,6,17,12,57,4,19,11,15,16,19,9,15,5,3,16,141.0,81.0,2095,2267,0.4239733629300777,0.4502732240437158,261,162,122,91
2012,72,1372,67,1146,56,A,0,25,49,2,6,15,28,11,31,13,14,4,3,16,22,58,4,17,8,20,11,21,11,10,4,3,22,208.0,322.0,1657,1795,0.4450072358900144,0.4133977066988533,176,202,76,75
2012,72,1382,81,1173,73,H,0,26,51,5,15,24,28,10,23,10,10,5,7,13,28,64,11,30,6,10,16,17,18,11,5,0,21,82.0,72.0,2254,2294,0.4564315352697095,0.439241917502787,186,171,133,89
2012,72,1386,80,1200,62,H,0,25,51,12,24,18,32,7,28,24,5,4,10,17,22,65,5,14,13,26,18,26,14,4,3,4,22,68.0,216.0,2381,1797,0.4712707182320442,0.3834586466165413,159,189,234,163
2012,72,1392,89,1420,49,A,0,33,56,7,12,16,20,10,31,17,11,4,3,11,19,58,5,16,6,15,10,16,9,11,5,0,20,165.0,341.0,1971,1897,0.4233532934131736,0.3913291500285225,156,175,48,54
2012,72,1393,79,1437,66,A,0,28,63,5,18,18,25,15,29,15,14,6,8,21,20,61,6,20,20,28,16,25,13,14,4,1,19,2.0,106.0,2742,2266,0.4668521094112193,0.4123376623376623,338,178,255,101
2012,72,1394,50,1427,49,A,0,22,47,6,21,0,1,7,26,19,20,3,6,18,18,66,3,22,10,15,22,18,8,10,8,6,13,320.0,207.0,1755,2148,0.3958333333333333,0.4413373860182371,171,240,111,90
2012,72,1395,88,1410,58,H,0,33,63,6,14,16,22,13,28,19,14,14,4,15,21,57,9,18,7,8,9,21,13,22,2,3,15,108.0,309.0,2115,1709,0.4272189349112426,0.402787456445993,200,140,74,51
2012,72,1396,72,1387,67,A,0,30,53,5,7,7,11,5,23,11,13,6,6,13,26,62,6,16,9,14,15,20,11,10,8,5,17,25.0,28.0,2401,2264,0.468954248366013,0.4509692132269099,230,227,134,96
2012,72,1398,77,1287,72,H,0,23,47,13,25,18,23,11,19,18,14,6,5,12,26,53,10,26,10,14,11,16,14,14,7,2,17,127.0,173.0,2017,1826,0.4375396322130628,0.4344779257182901,214,236,101,37
2012,72,1400,61,1401,51,H,0,18,41,3,7,22,31,6,20,9,12,7,3,18,19,48,5,17,8,16,13,20,6,17,5,4,25,44.0,147.0,2470,1880,0.4338349766476388,0.4291819291819291,231,178,125,70
2012,72,1409,59,1431,48,H,0,20,44,5,10,14,17,5,25,15,10,3,3,9,20,48,4,9,4,6,5,21,11,12,1,1,16,116.0,136.0,2093,2021,0.4502219403931515,0.457808564231738,149,151,153,87
2012,72,1416,74,1222,63,H,0,32,75,3,21,7,16,27,17,15,6,9,6,15,25,52,4,9,9,15,13,21,15,15,2,3,15,61.0,188.0,1952,2062,0.4301675977653631,0.4607013301088271,186,150,124,142
2012,72,1426,66,1358,40,H,0,22,51,6,15,16,22,13,26,9,20,12,3,15,16,48,2,12,6,13,10,20,10,26,9,1,19,126.0,277.0,2366,1568,0.4448863636363636,0.4073529411764706,249,156,116,59
2012,72,1444,77,1296,68,H,0,24,49,9,23,20,21,5,22,20,8,3,5,16,24,56,7,18,13,16,12,21,12,7,7,2,19,199.0,336.0,2252,1644,0.4347088750706614,0.3660426081342802,150,150,102,72
2012,72,1456,66,1406,49,A,0,24,48,7,21,11,14,4,26,12,9,4,0,13,20,52,4,15,5,12,10,22,9,11,6,4,18,300.0,311.0,1861,1647,0.4060913705583756,0.3668564199873498,147,177,63,135
2012,72,1462,78,1182,50,H,0,32,56,5,16,9,14,16,24,20,11,6,6,16,19,54,2,16,10,17,16,13,14,10,9,5,14,36.0,104.0,2543,2155,0.452896725440806,0.4477351916376306,216,223,135,107
2012,73,1111,56,1202,50,H,0,21,47,6,18,8,12,7,23,11,14,7,2,12,18,46,6,21,8,9,4,22,9,15,9,1,16,255.0,242.0,1950,1845,0.4401544401544401,0.4116479152878888,160,148,107,95
2012,73,1112,81,1333,73,H,1,24,51,12,22,21,34,8,27,17,13,7,2,19,23,58,7,20,20,28,11,27,14,11,8,2,27,73.0,124.0,2362,2512,0.4410430839002268,0.4657461497610196,191,294,119,141
2012,73,1114,72,1419,51,A,0,27,54,6,16,12,17,10,26,19,12,10,4,11,21,58,5,17,4,8,12,18,16,15,5,3,14,171.0,323.0,1872,1682,0.3971050975456262,0.4078771695594125,190,149,93,62
2012,73,1122,80,1184,65,H,0,29,48,2,7,20,31,11,22,16,13,8,4,12,28,57,9,26,0,5,10,17,17,13,6,2,27,193.0,229.0,2144,1957,0.4439306358381503,0.4295511221945137,222,211,110,56
2012,73,1130,59,1155,57,H,0,20,40,8,19,11,20,1,23,12,16,3,2,15,20,51,5,19,12,19,10,23,7,14,10,4,18,203.0,144.0,1833,2001,0.407647440051847,0.4326866549088771,153,231,89,117
2012,73,1142,66,1414,50,A,0,26,61,6,14,8,12,12,31,15,7,8,1,11,21,58,6,23,2,4,8,26,10,10,1,7,13,224.0,249.0,1978,1965,0.4259259259259259,0.4151280524121501,171,140,45,119
2012,73,1143,57,1160,50,H,0,20,57,2,9,15,23,9,27,9,8,8,4,16,15,47,5,19,15,23,8,32,10,17,1,3,23,46.0,54.0,2419,2252,0.4755058572949946,0.4403879064460924,159,198,106,110
2012,73,1148,71,1291,66,A,0,25,57,3,14,18,23,15,15,12,16,9,2,17,26,53,3,11,11,15,12,20,16,22,7,5,21,226.0,296.0,2029,1748,0.4245115452930728,0.4242622950819672,235,178,103,99
2012,73,1149,65,1342,58,H,0,23,54,3,14,16,23,10,19,9,14,5,1,16,23,44,4,13,8,14,7,23,5,23,3,2,20,181.0,244.0,2110,1786,0.4363095238095238,0.4584253127299484,227,123,73,49
2012,73,1151,51,1459,48,H,0,19,48,2,18,11,20,7,38,11,12,3,2,12,19,67,6,35,4,7,12,28,9,4,6,4,18,290.0,196.0,1979,1908,0.4010759115361625,0.4358024691358024,156,151,29,69
2012,73,1157,65,1205,63,H,0,25,63,5,19,10,13,12,32,14,12,6,4,18,21,62,6,20,15,22,14,28,10,10,8,2,14,184.0,302.0,1809,1925,0.4721266345492085,0.4062126642771804,156,197,94,67
2012,73,1172,88,1441,67,H,0,24,58,10,21,30,38,16,26,18,4,3,7,21,24,63,4,19,15,26,20,22,8,9,3,6,24,69.0,233.0,2460,2253,0.444796619123085,0.412863070539419,172,251,113,95
2012,73,1178,80,1453,73,A,0,25,59,4,11,26,35,18,22,11,12,11,3,18,27,56,7,14,12,16,8,22,19,14,4,2,24,125.0,154.0,2389,1772,0.4402785216925549,0.4201846965699208,250,166,151,132
2012,73,1180,60,1206,53,H,0,21,58,6,17,12,16,18,23,12,9,5,3,11,20,50,5,13,8,12,9,21,10,10,5,10,18,70.0,89.0,2134,2323,0.4349397590361445,0.4630872483221476,161,224,109,163
2012,73,1181,61,1438,58,H,0,24,46,5,20,8,19,7,23,11,11,3,6,16,24,61,3,16,7,9,15,20,16,9,4,1,18,7.0,50.0,2628,2000,0.456396866840731,0.45748730964467,210,207,136,88
2012,73,1183,68,1404,55,H,0,25,50,7,14,11,17,10,28,16,16,5,2,19,21,49,2,16,11,18,4,18,6,11,5,2,18,286.0,330.0,1726,1781,0.4277891854893908,0.4045656309448319,144,175,59,68
2012,73,1186,65,1170,60,A,0,18,51,9,29,20,28,11,21,13,10,5,5,20,19,47,4,19,18,27,10,26,11,14,5,1,23,234.0,315.0,2139,1739,0.4024663677130045,0.452485380116959,210,120,103,54
2012,73,1189,70,1154,55,A,0,27,58,9,19,7,8,7,28,15,10,6,3,18,19,51,6,19,11,18,10,25,15,14,3,1,13,236.0,324.0,1979,1737,0.4130177514792899,0.4284750337381916,129,161,73,45
2012,73,1204,58,1359,53,H,0,20,47,5,18,13,20,12,19,8,13,7,2,13,21,49,7,26,4,6,11,21,14,19,0,0,20,219.0,271.0,1830,1812,0.4581646423751687,0.435191403626595,211,151,63,57
2012,73,1218,74,1201,68,A,1,27,52,6,14,14,23,13,33,22,20,4,6,14,27,78,11,23,3,7,21,14,19,10,11,3,19,183.0,223.0,2195,2019,0.4591232227488152,0.4067796610169492,169,218,96,98
2012,73,1219,64,1457,54,H,0,20,41,8,16,16,23,9,27,15,15,5,6,12,20,54,6,20,8,13,9,16,9,9,9,1,17,265.0,276.0,2019,1849,0.4343112244897959,0.4089264173703257,151,199,80,93
2012,73,1225,90,1256,88,A,1,29,62,10,22,22,24,13,28,19,18,9,5,16,29,63,13,24,17,22,9,21,14,14,11,5,20,151.0,161.0,1999,2197,0.4722222222222222,0.420855614973262,136,209,117,114
2012,73,1251,69,1347,64,H,0,19,52,1,4,30,36,15,32,8,13,2,3,19,22,58,11,26,9,17,9,22,11,9,5,2,29,278.0,326.0,1951,1802,0.4452012383900929,0.380273321449792,135,209,65,76
2012,73,1253,86,1413,58,H,0,34,58,7,17,11,21,10,25,16,7,4,3,12,22,53,5,15,9,16,12,21,10,15,2,1,17,56.0,334.0,2355,1840,0.4643665158371041,0.4084778420038535,217,143,87,70
2012,73,1254,82,1192,64,H,0,23,64,9,18,27,36,16,29,12,8,7,4,12,27,69,5,14,5,12,17,31,10,12,4,5,27,102.0,328.0,2769,1762,0.4742268041237113,0.4122089364380113,206,167,113,110
2012,73,1258,68,1337,58,A,0,24,56,3,12,17,28,14,27,8,8,4,7,16,23,61,4,19,8,12,14,26,12,9,3,4,21,109.0,275.0,1974,1660,0.4238451935081148,0.3976886471787899,206,127,80,83
2012,73,1264,75,1233,72,A,0,25,57,8,20,17,22,13,23,13,11,4,4,17,27,59,12,28,6,9,11,23,23,11,4,4,23,158.0,59.0,2274,2736,0.4310148232611174,0.5022134776192818,258,241,157,71
2012,73,1278,77,1231,74,A,0,29,62,6,17,13,18,16,17,16,11,8,8,25,24,55,4,18,22,25,14,21,6,16,6,5,19,71.0,12.0,2224,2782,0.459696261682243,0.4922199170124481,236,233,165,115
2012,73,1280,62,1397,58,H,0,22,50,5,16,13,17,7,21,12,9,8,10,10,23,54,7,14,5,7,11,24,9,14,4,3,19,63.0,74.0,2281,2123,0.4554016620498615,0.4361259655377302,192,176,113,134
2012,73,1285,78,1319,53,A,0,33,56,6,15,6,11,5,30,19,15,5,2,20,17,55,3,12,16,23,11,22,11,17,9,1,15,78.0,335.0,2115,1621,0.4653215636822194,0.3954116059379217,214,171,111,58
2012,73,1292,70,1198,59,A,0,22,52,3,13,23,34,7,26,12,10,8,6,20,19,49,5,14,16,28,10,26,9,18,4,1,24,65.0,260.0,2142,1768,0.4916666666666666,0.414500683994528,211,202,132,109
2012,73,1293,66,1240,55,H,0,20,48,2,11,24,35,10,26,13,15,10,5,16,20,52,2,9,13,22,11,21,10,20,8,2,26,19.0,218.0,2189,1907,0.4661558109833972,0.4171855541718555,240,220,129,113
2012,73,1295,55,1282,54,H,0,17,44,2,14,19,23,5,24,9,9,5,7,16,18,46,9,20,9,13,7,25,12,13,3,1,22,179.0,263.0,2100,1936,0.4836814621409921,0.4346717654557043,170,183,105,67
2012,73,1305,81,1363,57,H,0,31,57,16,32,3,9,7,31,25,8,5,8,16,20,63,6,23,11,15,13,20,10,5,3,0,9,67.0,274.0,2191,1990,0.4504504504504504,0.3875790684301322,181,145,149,36
2012,73,1308,80,1429,60,H,0,30,61,3,12,17,29,14,28,14,6,2,2,19,20,50,3,16,17,27,6,25,8,10,2,2,25,57.0,142.0,2620,2081,0.4692708333333333,0.4720101781170484,229,120,141,98
2012,73,1317,84,1443,67,H,0,31,55,6,12,16,23,7,34,22,15,5,6,14,27,78,7,25,6,8,18,22,8,9,6,4,20,198.0,156.0,1999,2272,0.4269662921348314,0.3939549180327868,177,195,120,146
2012,73,1331,71,1442,70,A,2,23,55,2,12,23,26,8,23,11,13,8,3,24,25,53,2,10,18,24,8,26,16,12,9,6,20,53.0,162.0,2408,1815,0.4866743916570104,0.4563106796116505,217,176,82,82
2012,73,1332,67,1113,58,A,0,25,47,8,19,9,13,3,18,17,8,7,4,17,21,41,6,14,10,14,5,22,15,16,4,3,18,52.0,221.0,2237,1891,0.4614024749558044,0.4544822793606671,188,173,110,123
2012,73,1334,79,1169,59,A,0,27,48,5,11,20,33,7,27,18,15,12,1,16,21,57,6,24,11,17,12,22,12,20,8,1,23,279.0,327.0,1739,1714,0.4035087719298245,0.3762376237623762,142,154,50,62
2012,73,1340,86,1294,75,A,0,29,47,13,21,15,19,6,22,16,13,2,6,22,26,61,8,20,15,25,17,14,17,6,6,0,20,197.0,257.0,2235,1868,0.4775280898876404,0.4817572598659717,151,141,86,60
2012,73,1346,78,1352,76,A,0,24,41,7,10,23,32,7,21,13,13,6,0,23,23,54,6,18,24,26,11,14,11,9,4,4,23,169.0,117.0,2208,2335,0.4254641909814323,0.4170258620689655,169,288,102,86
2012,73,1355,86,1377,56,H,0,31,65,9,25,15,16,6,36,18,7,8,4,16,19,59,6,18,12,19,10,29,11,15,2,3,15,64.0,285.0,2504,1810,0.4635473340587595,0.4445205479452054,214,167,60,88
2012,73,1357,71,1384,68,A,0,23,41,8,16,17,20,8,19,16,22,12,4,17,24,54,4,14,16,22,15,14,16,17,12,2,14,243.0,308.0,2277,1763,0.4595671981776765,0.4585091420534458,211,188,102,80
2012,73,1360,75,1365,62,A,0,22,45,5,16,26,35,8,26,13,15,3,4,28,16,58,6,25,24,35,20,20,10,14,7,2,26,190.0,289.0,1926,1921,0.4477611940298507,0.4042027194066749,191,131,94,90
2012,73,1362,104,1339,70,H,0,39,58,13,18,13,18,5,26,20,16,14,2,21,22,55,4,14,22,26,10,19,6,21,6,1,16,138.0,239.0,2332,1942,0.4706886738759249,0.4263803680981595,256,141,55,85
2012,73,1369,85,1188,68,H,0,32,57,9,19,12,15,8,20,22,8,5,6,17,24,62,7,21,13,16,18,20,11,12,3,1,15,248.0,299.0,2015,1623,0.4681647940074906,0.4364896073903002,140,132,99,55
2012,73,1373,83,1351,79,H,0,28,64,5,19,22,33,15,27,16,10,7,3,15,28,64,10,27,13,19,10,30,19,17,7,4,23,209.0,200.0,1975,2291,0.4243498817966903,0.4500875656742557,180,191,106,127
2012,73,1375,70,1418,65,A,0,28,65,2,8,12,18,17,26,3,16,8,7,20,19,52,5,19,22,30,11,24,10,17,7,7,18,167.0,182.0,1861,2024,0.4253539253539253,0.4261704681872749,138,163,135,144
2012,73,1381,72,1237,64,A,0,28,47,1,3,15,25,8,25,18,15,5,5,21,24,60,3,15,13,20,16,17,9,14,11,2,22,232.0,194.0,1900,2143,0.4712566844919786,0.4393232205367561,153,196,67,85
2012,73,1383,81,1284,64,H,0,29,54,8,21,15,18,9,40,17,24,7,3,24,21,62,5,16,17,25,7,15,12,13,7,1,21,222.0,245.0,2084,2140,0.4314540059347181,0.4188679245283019,205,253,73,49
2012,73,1388,83,1211,62,H,0,30,59,9,25,14,19,8,28,21,5,5,3,19,22,54,7,15,11,18,10,23,16,12,0,3,16,30.0,24.0,2283,2436,0.4674940898345153,0.4729885057471264,207,223,91,105
2012,73,1390,68,1428,65,H,0,28,52,7,17,5,17,11,23,14,18,4,1,13,27,53,10,24,1,9,6,16,12,15,6,1,17,94.0,250.0,2256,1662,0.4392935982339956,0.4039780521262002,197,157,102,75
2012,73,1415,79,1364,70,H,1,23,61,4,11,29,35,19,24,5,10,4,5,18,24,66,6,24,16,22,17,21,12,9,4,6,27,261.0,130.0,1678,2023,0.4007756948933419,0.4520807061790668,124,154,113,147
2012,73,1421,89,1144,82,A,0,27,58,7,23,28,41,19,22,21,15,9,2,22,29,66,6,15,18,26,19,19,19,15,11,4,30,107.0,228.0,2421,2267,0.4673337257210123,0.4809523809523809,245,184,67,160
2012,73,1422,73,1158,66,A,0,26,59,7,18,14,22,14,34,11,22,4,4,22,22,60,6,26,16,28,12,24,10,16,10,3,20,241.0,123.0,2160,2191,0.4031578947368421,0.4262295081967213,233,229,81,115
2012,73,1433,65,1241,45,H,0,20,55,8,20,17,22,15,29,10,13,8,4,18,17,51,4,17,7,12,7,23,12,14,7,3,19,40.0,262.0,2448,2115,0.4102941176470588,0.4216459977452085,379,213,132,83
2012,73,1436,73,1127,53,H,0,28,53,5,14,12,19,10,26,16,12,6,1,17,19,49,2,13,13,21,9,18,11,14,6,2,19,134.0,345.0,2415,1762,0.4430512016718913,0.3970867637745408,221,187,86,67
2012,73,1447,78,1136,61,H,0,29,66,6,21,14,22,18,28,17,9,6,7,26,20,53,5,19,16,27,10,22,11,11,3,3,21,93.0,340.0,2275,1852,0.4408602150537634,0.4034440344403444,244,133,126,64
2012,73,1451,63,1286,49,H,0,20,60,9,28,14,17,11,29,12,6,7,4,9,20,59,7,23,2,6,12,31,11,14,3,3,18,87.0,281.0,2108,1810,0.4499677211103938,0.40956749672346,150,169,66,95
2012,73,1454,58,1460,38,H,0,22,47,6,23,8,13,7,30,17,16,5,2,16,13,51,2,16,10,17,13,20,5,15,9,1,18,143.0,210.0,2039,1777,0.4196642685851319,0.3968253968253968,194,203,84,50
2012,73,1458,67,1345,62,A,0,19,40,9,20,20,24,5,31,13,12,1,4,17,21,61,8,24,12,22,13,19,12,3,4,0,21,14.0,35.0,2304,2514,0.4250666666666666,0.4403169886082219,181,226,126,110
2012,74,1145,67,1265,57,H,0,27,66,11,29,2,2,17,25,17,13,7,2,16,19,51,5,19,14,18,10,22,11,14,6,2,12,331.0,213.0,1965,2176,0.4067013287117273,0.4158016147635525,192,187,76,140
2012,74,1156,76,1139,69,A,0,25,52,8,21,18,23,10,22,11,13,4,2,29,17,42,10,21,25,42,10,19,14,13,7,2,16,84.0,113.0,2026,2054,0.4479855682501503,0.4087301587301587,258,211,99,107
2012,74,1165,67,1343,59,H,0,24,61,2,11,17,27,12,30,10,6,8,5,14,21,58,6,27,11,16,10,31,13,13,4,9,20,176.0,105.0,1755,1840,0.4045242847638057,0.4576737783895389,210,176,78,111
2012,74,1166,87,1229,78,A,0,32,56,10,18,13,21,6,32,17,12,2,1,13,32,69,8,32,6,10,8,21,14,3,4,2,22,22.0,98.0,2772,2255,0.5038759689922481,0.433391506689936,169,165,82,111
2012,74,1179,69,1191,60,A,0,27,44,7,12,8,19,6,32,18,22,5,2,22,23,54,2,12,12,19,4,17,13,10,8,2,17,135.0,121.0,2058,2185,0.440147329650092,0.4544334975369458,209,226,93,49
2012,74,1259,66,1193,63,A,0,22,47,7,14,15,22,12,22,9,20,8,5,19,23,54,5,13,12,18,13,18,10,15,7,4,19,92.0,120.0,2222,2154,0.4253521126760563,0.4440022740193292,255,268,147,136
2012,74,1273,81,1244,51,H,0,31,50,13,20,6,6,3,23,18,10,4,5,15,19,53,3,18,10,14,11,15,7,10,3,0,15,150.0,333.0,2178,1848,0.4625684723067559,0.4135151890886547,219,188,155,54
2012,74,1310,85,1389,73,H,0,27,56,11,24,20,25,4,27,16,11,9,4,23,22,55,11,24,18,26,12,28,18,19,5,2,16,201.0,304.0,2322,1799,0.4046391752577319,0.4058323207776427,274,236,90,110
2012,74,1320,61,1283,60,H,0,23,53,7,19,8,10,7,26,8,12,5,0,15,22,54,8,21,8,9,7,25,11,12,6,2,17,76.0,128.0,2002,2039,0.4286616161616162,0.4354371742906774,181,145,60,66
2012,74,1335,66,1162,64,A,0,22,41,4,13,18,24,3,23,11,14,5,1,18,22,51,3,20,17,19,7,20,8,10,9,2,16,95.0,185.0,2019,1773,0.4458874458874459,0.4259259259259259,229,164,74,64
2012,74,1356,73,1232,67,H,0,26,51,7,20,14,20,8,24,14,14,7,6,21,23,56,5,20,16,22,13,21,8,14,9,0,22,247.0,140.0,1881,1992,0.4150485436893203,0.4172307692307692,216,179,96,97
2012,74,1378,56,1371,55,H,0,21,48,5,13,9,12,9,21,16,14,8,2,12,20,45,7,19,8,13,6,20,13,13,9,0,14,42.0,55.0,2061,2194,0.4357771260997067,0.4368770764119601,196,264,125,98
2012,74,1430,84,1370,74,A,0,30,68,7,18,17,26,16,32,16,14,8,6,13,28,78,10,33,8,10,19,26,17,13,13,5,20,238.0,268.0,1904,1898,0.4111519607843137,0.4302114803625377,176,209,98,78
2012,74,1434,76,1464,62,H,0,27,59,7,20,15,18,12,27,20,7,5,3,13,24,61,7,18,7,9,11,22,14,7,2,7,15,103.0,180.0,2106,1946,0.4685638649900728,0.4301745635910224,183,182,88,154
2012,74,1455,78,1133,41,H,0,29,52,8,18,12,15,9,35,17,15,6,2,13,17,59,2,13,5,12,11,15,11,12,8,1,13,16.0,246.0,2443,1955,0.4770491803278688,0.4005813953488372,194,204,127,99
2012,75,1102,74,1129,59,A,0,24,50,10,24,16,19,5,25,11,9,5,4,17,19,49,9,26,12,18,7,23,10,12,6,1,16,152.0,160.0,1638,1955,0.4444444444444444,0.4202261306532663,169,169,80,53
2012,75,1103,68,1325,63,H,0,18,40,3,11,29,44,10,31,9,16,4,4,21,22,62,5,21,14,21,8,22,10,9,5,1,30,66.0,48.0,2287,2509,0.4612291786329696,0.4243018128368447,234,340,138,95
2012,75,1106,53,1105,50,H,0,19,54,3,14,12,17,13,20,7,13,8,6,20,16,48,7,20,11,20,15,25,10,19,6,7,18,318.0,342.0,1674,1589,0.3728813559322034,0.4025695931477516,217,160,88,104
2012,75,1107,76,1263,75,H,0,22,62,8,24,24,29,17,25,11,9,6,1,18,25,59,7,18,18,22,11,25,11,11,3,6,23,227.0,282.0,2374,1876,0.445414847161572,0.4318042813455657,182,167,93,120
2012,75,1110,67,1221,54,H,0,24,48,2,13,17,20,6,28,14,9,5,0,17,15,49,4,17,20,25,6,21,4,6,3,2,20,166.0,187.0,1998,1886,0.4282162834058421,0.4300319488817891,138,167,85,129
2012,75,1113,76,1333,66,H,0,29,49,9,17,9,17,8,29,22,21,9,6,18,24,64,4,21,14,21,14,16,12,12,12,5,18,221.0,124.0,1891,2512,0.4544822793606671,0.4657461497610196,173,294,123,141
2012,75,1114,63,1117,62,A,0,24,54,8,16,7,14,11,21,14,11,6,6,20,19,53,8,19,16,24,17,24,7,11,4,2,14,171.0,211.0,1872,2090,0.3971050975456262,0.4267216009417304,190,196,93,77
